SalesID,SalePrice
4272080,29000
4272087,17000
4272088,24000
4272111,25000
4272313,40000
4272470,34000
4272604,18000
4272831,35000
4272855,47000
4272864,40000
4272865,36000
4272907,22500
4272914,30000
4272916,30000
4273034,50000
4273348,67500
4273350,95000
4273354,77500
4273359,62500
4273360,59000
4273375,74000
4273395,74000
4273520,36000
4273523,36000
4273627,19000
4273639,27000
4273720,62500
4273721,40000
4273723,40000
4273736,24000
4273742,45000
4273746,42000
4273890,31000
4273939,18000
4273942,17500
4273946,18500
4273983,17000
4274037,16000
4274039,11000
4274040,13000
4274042,11000
4274043,17000
4274044,11000
4274083,19000
4274084,27000
4274089,12000
4274104,57500
4274173,11000
4274191,19000
4274298,21000
4274313,22000
4274315,13000
4274506,40000
4274525,54000
4274526,60000
4274527,52500
4274528,42000
4274546,18000
4274547,18000
4274590,13000
4274593,20000
4274607,80000
4274688,22500
4274701,22500
4274715,24000
4274719,22000
4274720,24000
4274824,45000
4274825,35000
4274828,45000
4274829,41000
4274836,36000
4274838,47500
4274839,31000
4274841,41000
4274842,47500
4274984,23000
4275042,24000
4275044,23000
4275055,24000
4275056,37000
4275062,90000
4275097,40000
4275337,24000
4275345,8000
4275348,8000
4275462,11500
4275463,11500
4275664,50000
4275665,52500
4275668,45000
4275672,50000
4275673,65000
4275674,55000
4275702,67000
4275703,48000
4275712,57000
4275724,50000
4275725,42000
4275726,59000
4275738,57000
4275739,51000
4275740,55000
4275944,70000
4275945,60000
4275946,64000
4275964,72500
4275971,72000
4275972,76000
4275993,80000
4275998,57500
4275999,82500
4276003,80000
4276043,14000
4276044,12000
4276054,14000
4276055,12000
4276088,17000
4276089,17000
4276124,33000
4276125,33000
4276130,27000
4276161,11000
4276165,11000
4276168,14000
4276186,19000
4276187,19000
4276234,12500
4276314,26000
4276331,22000
4276334,16000
4276389,27500
4276392,28000
4276393,27500
4276435,18000
4276436,18000
4276437,65000
4276564,30000
4276565,41000
4276570,40000
4276574,77500
4276583,28000
4276586,77500
4276589,42500
4276714,37500
4276715,47500
4276720,55000
4276750,52500
4276752,52500
4276853,18000
4276854,18000
4276978,57500
4276981,65000
4277053,11500
4277055,11500
4277058,10000
4277061,19000
4277267,38000
4277275,25000
4277278,30000
4277364,8500
4277494,43000
4277522,30000
4277542,75000
4277606,9000
4277609,14000
4277610,9000
4277701,57500
4277702,50000
4277710,36000
4277720,33000
4277756,95000
4277758,67500
4277913,26000
4277919,15000
4277920,26000
4278077,110000
4278225,140000
4278244,120000
4278251,32000
4278253,30000
4278303,23000
4278306,11000
4278597,120000
4278624,100000
4278734,44000
4278735,49000
4278743,36000
4278873,21000
4278882,21000
4278887,13000
4278888,16000
4278890,13000
4278930,22500
4278935,29000
4278938,22000
4279077,57500
4279084,16000
4279406,11000
4279418,8000
4279527,52500
4279533,40000
4279559,30000
4279563,46000
4279652,24000
4279723,16000
4279724,26000
4279728,13000
4279729,14000
4279732,9000
4279744,15000
4279793,35000
4279961,17500
4280009,67000
4280017,72000
4280141,22000
4280179,13000
4280255,40000
4280264,40000
4280267,42000
4280324,47500
4280335,28000
4280382,70000
4280388,70000
4280453,27500
4280771,95000
4280817,29000
4280818,52500
4280819,35000
4280820,45000
4280821,37000
4280832,32000
4280843,33000
4280959,22500
4280962,24000
4280978,20500
4281014,34000
4281020,25000
4281147,20000
4281157,41000
4281165,20000
4281166,36000
4281213,21000
4281219,29000
4281220,27000
4281224,22500
4281232,27000
4281233,47500
4281437,23000
4281447,11000
4281451,15000
4281452,19000
4281456,17000
4281457,21000
4281461,18000
4281462,11000
4281732,45000
4281737,55000
4281739,48000
4281742,56000
4281808,24000
4281813,29000
4281814,22000
4281816,22000
4281944,36000
4281949,32000
4281973,41000
4281977,80000
4281978,50000
4281981,87500
4282065,18000
4282067,11000
4282070,15500
4282164,9500
4282166,9000
4282171,9000
4282603,44000
4282622,42000
4282624,37500
4282625,50000
4282627,35000
4282629,50000
4282633,37500
4282637,35000
4282640,42000
4282681,60000
4282909,12000
4283002,50000
4283004,87000
4283005,37500
4283012,50000
4283020,75000
4283024,50000
4283026,77500
4283113,10000
4283118,29000
4283124,29000
4283130,19000
4283173,47500
4283232,25000
4283240,29000
4283245,20000
4283324,11000
4283327,12000
4283329,11000
4283330,12000
4283345,9500
4283536,117500
4283537,105000
4283547,115000
4283551,115000
4283562,125000
4283577,29000
4283586,11000
4283643,8000
4283645,10500
4283668,11000
4283713,14000
4283714,14000
4283855,64000
4283869,42500
4283870,80000
4283877,52500
4283881,71000
4283882,67500
4283898,65000
4283899,45000
4283900,70000
4284099,85000
4284169,92500
4284233,22000
4284234,16500
4284235,26000
4284237,16000
4284246,26000
4284259,37500
4284310,22500
4284312,16000
4284326,21000
4284327,14500
4284440,90000
4284442,90000
4284459,90000
4284461,86000
4284618,27500
4284619,37500
4284696,22500
4284733,47000
4284868,55000
4284870,36000
4284876,41000
4284879,41000
4285008,31000
4285043,62500
4285382,90000
4285485,27000
4285486,32500
4285492,28000
4285501,28000
4285529,90000
4285530,85000
4285531,85000
4285578,44000
4285597,67500
4285813,70000
4285828,82500
4285829,62500
4285830,67500
4285842,82500
4285843,65000
4285867,65000
4285882,17500
4285944,137500
4285945,92500
4285946,95000
4285947,72500
4286047,16000
4286323,68000
4286327,68000
4286328,77500
4286355,52000
4286376,14000
4286378,19000
4286399,52500
4286400,57500
4286527,11000
4286727,47000
4286728,47000
4286731,90000
4286874,90000
4286952,16500
4287078,102500
4287081,70000
4287134,120000
4287245,67500
4287258,14000
4287664,100000
4287667,85000
4287677,50000
4287678,61000
4287688,65000
4287986,75000
4287987,85000
4288000,72500
4288002,80000
4288040,100000
4288043,62500
4288044,57500
4288048,90000
4288049,66000
4288054,12000
4288055,12000
4288214,67500
4288217,102500
4288352,70000
4288353,92500
4288354,52500
4288367,90000
4288373,107500
4288489,85000
4288796,115000
4288807,72500
4288808,120000
4288809,65000
4288822,80000
4288842,74000
4288843,85000
4289057,80000
4289061,77500
4289065,82000
4289081,60000
4289083,70000
4289095,110000
4289101,77500
4289130,17500
4289136,15000
4289209,105000
4289222,77500
4289228,90000
4289958,102500
4290003,92000
4290291,105000
4290513,105000
4290639,90000
4290641,105000
4290642,92500
4290661,82500
4290663,87500
4290665,85000
4290681,72500
4290758,75000
4291389,15000
4291391,27000
4291672,32000
4291983,47500
4292198,16000
4292338,80000
4292346,80000
4292361,80000
4292362,70000
4292478,38000
4292483,34000
4292485,34000
4292697,65000
4292701,65000
4292801,18500
4292953,26000
4292954,27500
4293033,31000
4293034,35000
4293130,37500
4293131,35000
4293134,37500
4293294,42000
4293296,34000
4293308,42000
4293453,39000
4293459,37000
4293474,26000
4293478,26000
4293558,92500
4293723,18000
4293731,16500
4293772,18500
4293776,18500
4293778,21000
4293779,26000
4293923,29000
4293935,34000
4293942,35000
4293945,34000
4294170,10500
4294225,115000
4294285,105000
4294287,92500
4294440,54000
4294444,85000
4294461,115000
4294462,115000
4294499,117500
4294607,137500
4294630,137500
4294705,90000
4294707,90000
4294773,13500
4294877,27000
4294911,26000
4294986,27500
4295034,57500
4295035,47500
4295040,51000
4295061,82000
4295182,80000
4295191,80000
4295193,52500
4295203,47500
4295218,48000
4295252,62500
4295301,67500
4295302,67500
4295310,19000
4295312,11000
4295867,107500
4295955,66000
4296038,85000
4296108,80000
4296385,35000
4296463,8500
4296464,12000
4296536,57500
4296557,44000
4296558,30000
4296560,56000
4296695,23000
4296703,37000
4296704,12500
4296705,30000
4296746,90000
4296755,100000
4296823,100000
4296827,100000
4296930,50000
4296934,37000
4296947,75000
4296949,59000
4297034,82500
4297039,82500
4297402,95000
4297409,97500
4297410,90000
4297431,82500
4297440,100000
4297534,11000
4297541,14500
4297542,15000
4297560,15000
4297570,13500
4297632,24500
4297637,24500
4297643,27000
4297685,20000
4297760,18000
4297841,93000
4298152,127500
4298153,100000
4298230,31000
4298243,34000
4298250,34000
4298432,35000
4298440,35000
4298441,37000
4298482,29000
4298490,31000
4298656,34000
4298680,30000
4298688,31000
4298689,33000
4298690,29000
4298926,37500
4298938,37500
4298939,36000
4298982,33000
4299051,42000
4299053,37000
4299064,32000
4299066,32000
4299085,52500
4299086,52500
4299089,47500
4299193,23000
4299200,23000
4299237,23000
4299238,23000
4299346,16500
4299347,21000
4299353,17000
4299358,16500
4299504,80000
4299505,65000
4299698,67500
4299699,80000
4299700,100000
4299714,62500
4299842,17000
4299844,16000
4299853,13000
4299876,59000
4300128,37000
4300129,41000
4300155,85000
4300226,53000
4300230,27000
4300242,35000
4300493,87500
4300498,95000
4300539,25000
4300540,25000
4300718,35000
4300734,35000
4300735,30000
4300736,37500
4300737,43000
4300910,10000
4300912,10000
4301139,57500
4301143,47000
4301197,92500
4301210,82500
4301211,85000
4301221,82500
4301222,90000
4301600,50000
4301625,105000
4301715,18000
4301726,16000
4301728,18000
4301740,39000
4301741,39000
4301818,67000
4301822,50000
4301921,102500
4302156,66000
4302158,77500
4302394,18000
4302400,15000
4302401,8500
4302426,12500
4302454,19000
4302456,16000
4302465,32000
4302472,72500
4302507,92500
4302528,20000
4303159,25000
4303160,16500
4303168,16000
4303169,23000
4303663,71000
4303697,107500
4303698,62500
4303756,67000
4303759,65000
4303761,77500
4303763,77500
4303906,13500
4303910,16000
4303934,13500
4303937,17000
4303938,20000
4303995,90000
4303996,45000
4304009,45000
4304011,72500
4304016,72500
4304063,66000
4304064,38000
4304189,20000
4304190,16000
4304192,77500
4304306,12000
4304487,90000
4304507,97500
4304826,37000
4304829,37500
4304832,27000
4304837,37000
4304840,47000
4304844,47000
4304849,37500
4304850,71000
4304960,14500
4304989,13500
4305022,37500
4305023,37500
4305123,55000
4305125,92000
4305137,87000
4305139,67500
4305147,70000
4305148,70000
4305247,12000
4305251,17500
4305262,16500
4306325,100000
4306327,100000
4306595,40000
4306598,32000
4306616,44000
4306617,44000
4306743,80000
4306765,82500
4306766,70000
4306770,65000
4306771,62500
4306775,90000
4306776,92500
4306779,47000
4306780,92500
4306789,63000
4307063,45000
4307068,44000
4307090,37500
4307211,67000
4307218,76000
4307358,87000
4307362,85000
4307363,85000
4307730,18000
4307731,18000
4307733,10000
4307815,25000
4307826,22000
4308147,10000
4308266,70000
4308267,70000
4308994,13000
4308996,9500
4308998,9500
4309065,12500
4309078,13000
4309079,13500
4309129,11000
4309130,11000
4309145,13000
4309167,37500
4309173,37500
4309186,17000
4309300,11000
4309324,8000
4309327,11000
4309329,22500
4309331,28000
4309333,11000
4309356,58000
4309414,6500
4309468,21000
4309469,21000
4309555,81000
4309556,81000
4309669,11000
4309804,26000
4309805,26000
4309806,23000
4309807,23000
4309831,10000
4309892,10000
4310032,18000
4310086,6500
4310155,24000
4310164,22500
4310184,11000
4310208,29000
4310209,19500
4310245,59000
4310246,42500
4310247,29000
4310255,14000
4310288,67000
4310289,67000
4310293,100000
4310311,10000
4310312,10000
4310335,14000
4310450,21000
4310459,9000
4310460,19000
4310463,9000
4310465,19000
4310581,15000
4310582,25000
4310583,24000
4310586,25000
4310589,19500
4310592,15000
4310611,15000
4310616,15000
4310617,27000
4310636,16000
4310637,26000
4310641,19500
4310662,16000
4310667,8000
4310687,30000
4310698,25000
4310878,75000
4310984,12000
4310999,9500
4311061,12500
4311075,39000
4311076,30000
4311077,26000
4311098,12500
4311268,41000
4311318,43000
4311319,42500
4311320,42500
4311352,10000
4311398,17000
4311419,22000
4311435,37000
4311450,20000
4311457,31000
4311476,24000
4311481,24000
4311482,36000
4311499,17000
4311515,35000
4311516,38000
4311518,21000
4311553,36000
4311555,36000
4311589,40000
4311591,26000
4311599,32500
4311642,52500
4311643,52500
4311652,32500
4311762,75000
4311775,85000
4311777,57500
4311816,72000
4311827,77500
4311854,67500
4311855,67500
4311881,10000
4311898,33000
4311907,22500
4311912,18500
4311969,15500
4311993,22500
4312040,55000
4312075,40000
4312076,42500
4312083,45000
4312138,81000
4312178,65000
4312179,85000
4312184,62000
4312213,87500
4312214,62500
4312221,85000
4312234,62500
4312240,100000
4312245,87500
4312253,97500
4312254,97500
4312264,10500
4312288,9000
4312306,14000
4312307,16000
4312322,15000
4312331,22500
4312333,22500
4312354,26000
4312373,32000
4312377,29000
4312378,35000
4312381,29000
4312399,37000
4312401,29000
4312410,38000
4312411,25000
4312417,32000
4312420,34000
4312428,24000
4312430,17500
4312485,37000
4312487,50000
4312489,35000
4312492,70000
4312542,57000
4312544,70000
4312545,65000
4312549,62500
4312603,77500
4312604,60000
4312614,60000
4312616,89000
4312621,89000
4312622,87500
4312626,75000
4312647,70000
4312648,100000
4312649,100000
4312654,56000
4312658,80000
4312662,80000
4312672,54000
4312788,25000
4312821,23000
4312825,21000
4312829,28000
4312846,57500
4312883,17500
4312937,12500
4312957,14000
4312968,14000
4313047,90000
4313060,41000
4313064,32500
4313067,32500
4313069,32500
4313074,35000
4313088,49000
4313252,15000
4313276,32000
4313300,32500
4313365,72500
4313376,47500
4313377,60000
4313402,13000
4313416,32000
4313437,29000
4313439,29000
4313442,32000
4313485,62500
4313589,52500
4313614,102500
4313711,50000
4313712,50000
4313758,22000
4313774,9000
4313775,14000
4313776,9000
4313777,10000
4313778,14000
4313814,30000
4313882,50000
4313885,45000
4313902,41000
4313904,34000
4313905,34000
4314019,24000
4314020,46000
4314034,33000
4314035,26000
4314093,7500
4314099,12000
4314100,14500
4314103,13500
4314104,11000
4314110,11500
4314114,11500
4314116,16000
4314128,18000
4314129,15500
4314153,9500
4314157,8500
4314249,37500
4314250,39000
4314254,32500
4314255,32500
4314266,37000
4314319,13500
4314320,14500
4314328,12000
4314331,13500
4314375,30000
4314381,24000
4314388,23000
4314392,19000
4314418,11000
4314478,30000
4314480,30000
4314481,40000
4314486,40000
4314489,37500
4314490,30000
4314508,14000
4314542,22000
4314550,25000
4314558,30000
4314566,11000
4314598,25000
4314605,33000
4314606,23000
4314693,60000
4314695,45000
4314708,45000
4314711,35000
4314719,36000
4314721,40000
4314762,57500
4314763,80000
4314827,65000
4314830,48000
4314837,52500
4314838,44000
4314842,79000
4314843,67000
4314882,9000
4315117,70000
4315123,60000
4315124,57500
4315125,66000
4315154,60000
4315156,63000
4315165,72500
4315184,70000
4315191,60000
4315321,37000
4315322,72500
4315328,37000
4315587,64000
4315600,95000
4315627,105000
4315640,87500
4315777,72000
4315815,61000
4315816,70000
4315882,60000
4315883,82500
4315889,42500
4315891,60000
4316073,62500
4316179,65000
4316181,72500
4316246,90000
4316271,95000
4316281,11000
4316324,16000
4316338,16000
4316354,15000
4316360,15000
4316408,10000
4316415,14000
4316416,23000
4316439,25000
4316441,17000
4316471,17000
4316495,16000
4316532,12000
4316553,25000
4316554,19000
4316557,19000
4316606,21000
4316609,22000
4316625,21000
4316633,18500
4316634,19000
4316646,27500
4316650,22000
4316651,30000
4316662,16000
4316665,16000
4316800,11000
4316815,8500
4316838,9500
4316842,10000
4316852,9500
4316855,6500
4316877,10000
4316878,10000
4316882,8000
4316883,8000
4317133,43000
4317151,42500
4317251,62500
4317252,62500
4317267,14500
4317268,14500
4317275,11500
4317279,13000
4317282,13000
4317300,15500
4317317,19000
4317319,18500
4317320,20000
4317321,18000
4317323,17000
4317326,18500
4317327,20000
4317341,18000
4317342,17500
4317343,10000
4317345,10000
4317346,17500
4317468,10000
4317479,7500
4317487,8500
4317488,8500
4317510,46000
4317511,46000
4317537,22000
4317579,23000
4317584,37000
4317592,35000
4317643,36000
4317649,47000
4317652,28000
4318033,9500
4318052,13000
4318165,19500
4318170,13500
4318252,13000
4318253,13000
4318255,11000
4318323,13500
4318326,11000
4318336,12000
4318337,11500
4318338,9000
4318369,13000
4318371,9000
4318372,12000
4318392,9500
4318395,9500
4318399,10000
4318409,11000
4318411,10000
4318412,10000
4318415,10000
4318417,10000
4318426,10500
4318434,11500
4318510,14500
4318512,12000
4318515,12000
4318517,14500
4318522,13000
4318533,12000
4318574,14000
4318618,8500
4318627,14000
4318628,14000
4318699,12000
4318700,12000
4318720,9500
4318723,9500
4318724,8500
4318726,8500
4318757,9000
4318759,9000
4319292,15500
4319300,13500
4319301,16000
4319302,27000
4319303,9000
4319304,11000
4319306,19500
4319307,21000
4319312,27000
4319318,9000
4319321,14000
4319323,16000
4319324,16000
4319328,21000
4319330,17000
4319331,14000
4319336,13500
4319337,11000
4319338,19500
4319340,15500
4319341,14000
4319342,17000
4319422,9500
4319492,11000
4319495,13000
4319500,12000
4319507,12500
4319533,10000
4319535,14500
4319539,15000
4319543,16500
4319608,18000
4319614,11500
4319617,13500
4319638,15500
4319639,15500
4319644,14500
4319668,13000
4319775,12500
4319777,17000
4319778,16000
4319839,21000
4319840,18000
4319849,17000
4319850,13500
4319852,11000
4319897,16000
4319901,25000
4319905,23000
4319950,16500
4319956,16500
4319957,15000
4320024,23000
4320037,22000
4320039,24000
4320040,22000
4320041,15000
4320054,18000
4320124,19500
4320180,21000
4320181,27000
4320182,20000
4320199,19500
4320201,35000
4320208,22000
4320209,24000
4320210,27000
4320211,35000
4320280,30000
4320380,29000
4320381,22000
4320385,26000
4320386,27000
4320387,19000
4320388,30000
4320577,31000
4320585,30000
4320614,29000
4320615,30000
4320616,32000
4320855,35000
4320856,29000
4320859,29000
4320861,32000
4320866,36000
4320867,35000
4320869,26000
4320893,26000
4320894,22000
4320895,23000
4320905,37500
4320919,26000
4320924,30000
4320925,20000
4320926,25000
4320927,37500
4320931,29000
4320932,25000
4320933,30000
4321022,36000
4321023,27500
4321024,27500
4321030,32000
4321031,38000
4321034,27500
4321035,36000
4321057,32000
4321058,30000
4321065,35000
4321066,25000
4321068,29000
4321069,22500
4321070,27000
4321097,32000
4321098,30000
4321101,33000
4321102,27500
4321105,36000
4321106,32000
4321124,37500
4321128,36000
4321143,17000
4321217,25000
4321218,17000
4321219,20000
4321230,18500
4321231,19000
4321257,21000
4321265,17000
4321270,22500
4321272,22500
4321313,28000
4321326,21000
4321357,25000
4321359,27500
4321363,27500
4321364,26000
4321368,26000
4321370,26000
4321421,26000
4321430,22500
4321474,23000
4321476,24000
4321479,22000
4321512,24000
4321516,32000
4321519,24000
4321556,32000
4321561,30000
4321562,30000
4321645,25000
4321646,26000
4321652,30000
4321654,37500
4321661,35000
4321662,24000
4321673,30000
4321755,32500
4321842,37000
4321936,17000
4321943,29000
4322065,8500
4322075,9000
4322077,9000
4322127,12000
4322148,9500
4322151,9500
4322162,14000
4322172,10500
4322201,19000
4322211,18000
4322212,18000
4322213,17000
4322219,22000
4322235,27000
4322236,24000
4322265,18500
4322284,26000
4322291,25000
4322293,24000
4322297,24000
4322358,26000
4322359,29000
4322364,18000
4322371,34000
4322372,34000
4322397,25000
4322422,27000
4322429,23000
4322448,29000
4322473,28000
4322491,32500
4322495,34000
4322533,32000
4322538,37500
4322584,26000
4322585,29000
4322697,15000
4322707,13000
4322712,15000
4322724,19000
4322729,13500
4322735,14000
4322753,12000
4322784,19500
4322795,19000
4322820,15000
4322863,18000
4322915,19000
4323003,17000
4323014,25000
4323016,25000
4323062,31000
4323063,31000
4323065,30000
4323109,30000
4323114,36000
4323169,33000
4323170,35000
4323229,8000
4323231,8000
4323244,15000
4323248,8500
4323302,15000
4323331,10000
4323350,12500
4323352,12500
4323364,10000
4323365,10000
4323378,15000
4323387,16000
4323397,15500
4323399,16000
4323400,16000
4323426,18000
4323427,18000
4323448,18000
4323456,16000
4323492,26000
4323494,30000
4323502,28000
4323503,28000
4323516,27500
4323518,27500
4323578,34000
4323585,34000
4323586,29000
4323608,45000
4323609,42000
4323619,29000
4323634,32000
4323645,45000
4323688,17000
4323695,11000
4323700,11500
4323701,11500
4323721,13000
4323723,20000
4323731,18000
4323733,14000
4323734,12000
4323737,14000
4323741,20500
4323746,11500
4323747,11500
4323753,14000
4323754,14000
4323758,12000
4323768,19000
4323800,12000
4323804,21000
4323813,19000
4323814,19000
4323824,22500
4323845,19000
4323847,19000
4323849,19000
4323885,22500
4323892,34000
4323895,29000
4323899,29000
4323921,50000
4323933,21000
4323950,42000
4323952,39000
4323998,35000
4323999,11000
4324005,11000
4324088,39000
4324097,77500
4324107,57000
4324158,29000
4324159,34000
4324162,43000
4324180,29000
4324207,39000
4324213,46000
4324214,51000
4324221,31000
4324242,46000
4324243,33000
4324249,56000
4324283,47500
4324298,97500
4324340,57500
4324377,37500
4324378,42000
4324442,50000
4324498,62500
4324565,10000
4324629,15000
4324653,18000
4324657,16500
4324663,16500
4324670,16000
4324682,12500
4324721,17000
4324724,17000
4324772,37000
4324788,36000
4324795,36000
4324824,11500
4324832,8500
4324833,8500
4324838,21000
4324846,31000
4324916,20000
4324929,13000
4324932,13000
4324940,12000
4324941,12000
4325006,52000
4325007,46000
4325012,52000
4325013,46000
4325036,49000
4325055,67500
4325057,57500
4325062,57500
4325071,82500
4325099,110000
4325100,110000
4325110,72500
4325123,79000
4325124,79000
4325208,10000
4325220,19000
4325253,27000
4325293,70000
4325311,50000
4325332,45000
4325334,45000
4325343,42000
4325346,42000
4325348,75000
4325372,62000
4325375,62000
4325422,55000
4325426,55000
4325483,70000
4325484,70000
4325605,37000
4325612,33000
4325613,33000
4325845,8000
4325853,15500
4325877,8000
4325878,8000
4325893,27000
4325894,27000
4325906,16000
4325907,16000
4325932,20000
4325933,20000
4325936,22000
4325937,22000
4326000,21000
4326001,21000
4326019,13000
4326050,27000
4326051,27000
4326145,33000
4326160,33000
4326188,11000
4326297,17000
4326324,15000
4326334,14000
4326337,21000
4326350,16000
4326358,14500
4326365,10000
4326366,11000
4326426,10500
4326427,10500
4326446,12000
4326455,13500
4326460,13500
4326522,15000
4326523,15000
4326535,12000
4326541,10500
4326542,10500
4326550,13500
4326552,13500
4326586,9500
4326637,26000
4326645,19000
4326646,19000
4326668,9000
4326669,9000
4329657,12500
4329825,16000
4329839,35000
4329880,25000
4329883,22500
4329899,17500
4329902,26000
4330024,10500
4330047,15000
4330223,8000
4330224,8000
4331929,9000
4331930,9000
4331967,7500
4332053,10000
4332054,10000
4332061,8000
4332275,7500
4332298,7500
4332741,11000
4332772,11500
4332784,11000
4332820,9000
4332821,9000
4332849,13000
4333218,16500
4333219,13000
4333220,13000
4333365,17000
4333366,17000
4333368,16000
4333498,25000
4333602,10000
4333605,10000
4333656,19000
4333657,22000
4333741,36000
4333747,61000
4333814,13000
4333823,25000
4333828,20000
4333831,16000
4333864,16000
4333905,39000
4333943,27000
4333949,26000
4333979,24000
4334011,28000
4334104,30000
4334156,32500
4334216,32500
4334217,50000
4334218,50000
4334285,60000
4334297,32500
4334298,32500
4334320,60000
4334359,35000
4334446,8500
4334642,16500
4334651,21000
4334680,31000
4334681,31000
4334717,13000
4334718,13000
4334898,48000
4334910,35000
4335005,10500
4335006,10500
4335093,47500
4335094,42500
4335095,45000
4335123,37500
4335168,57000
4335216,62500
4335220,62500
4335275,47500
4335280,47500
4335418,57500
4335434,72500
4335448,47500
4335449,47500
4335470,88000
4335476,67000
4335479,88000
4335521,100000
4335606,57500
4335607,57500
4335618,62000
4335683,80000
4335684,100000
4335862,59000
4335894,57500
4335899,62500
4335913,60000
4335928,90000
4336092,52500
4336097,45000
4336098,45000
4336130,52000
4336131,52000
4336134,54000
4336135,54000
4336160,90000
4336167,50000
4336193,55000
4336541,50000
4336547,41000
4336974,11000
4337030,37500
4337031,37500
4337151,9000
4337152,9000
4337849,27000
4337868,27000
4337994,22500
4338112,25000
4338154,40000
4338162,26000
4338209,19000
4338263,47500
4338264,47500
4338405,43000
4338583,70000
4338584,70000
4338598,47500
4338608,47500
4338629,65000
4338631,65000
4338721,18000
4338722,18000
4339027,28000
4339028,28000
4346662,22000
4347160,18000
4347226,9000
4347409,8000
4347765,15500
4347767,15500
4347959,13000
4349154,11500
4349181,9000
4349183,9000
4349204,11000
4349220,13500
4349222,14000
4349304,15500
4349305,15500
4349373,7500
4349452,6000
4349453,6000
4349596,22000
4349624,17000
4349682,24000
4349742,21000
4349818,28000
4349820,28000
4349828,26000
4349877,29000
4349884,26000
4349894,23500
4349908,27000
4349942,26000
4349950,15000
4349954,15000
4349963,15000
4349964,18000
4350047,13000
4350411,26000
4351903,36000
4351978,47000
4351999,52500
4352010,47500
4352058,28000
4352096,30000
4352097,30000
4352102,31000
4352103,31000
4352125,11000
4352126,11000
4352179,11000
4352180,8500
4352186,16000
4352393,62500
4352394,62500
4352427,37000
4352485,42500
4352486,38000
4352487,38000
4352556,57500
4352571,42000
4352584,42500
4352585,48000
4352592,42500
4352605,72500
4352638,70000
4352652,47500
4352677,55000
4352678,41000
4352702,55000
4352725,55000
4352751,65000
4352782,90000
4352792,23000
4352948,32500
4352963,24000
4352975,62500
4352998,25000
4353000,20000
4353057,30000
4353081,34000
4353107,35000
4353160,52500
4353162,42000
4353165,42000
4353169,59000
4353234,17000
4353236,17000
4353243,30000
4353265,13500
4353266,13500
4353292,8500
4353530,30000
4353531,30000
4353550,59000
4353608,27500
4353686,62000
4353691,70000
4353698,80000
4353700,70000
4353724,70000
4353842,27500
4353984,26000
4353986,26000
4353988,26000
4353989,26000
4354023,24000
4354030,17500
4354083,24000
4354110,20000
4354111,20000
4354141,36000
4354237,37000
4354249,66000
4354264,75000
4354265,75000
4354326,19000
4354327,21000
4354334,21000
4354340,26000
4354341,37000
4354342,27000
4354346,19000
4354348,37000
4354350,27000
4354445,80000
4354522,33000
4354786,31000
4354805,55000
4354806,55000
4354833,17000
4355478,19500
4355533,19500
4355714,28000
4355904,39000
4356025,43000
4356028,43000
4356264,50000
4356309,8500
4356583,10000
4356594,10500
4356597,10500
4356659,9500
4356681,42000
4356683,8000
4356843,17000
4356844,17000
4356852,15000
4356905,17000
4356974,18000
4356975,17000
4356983,21000
4357263,25000
4357674,31000
4357680,88000
4357715,42500
4357716,57500
4357736,54000
4357933,28000
4358162,25000
4358165,25000
4358172,53000
4358173,53000
4358369,25000
4358378,25000
4358379,29000
4358380,30000
4358564,32000
4358577,53000
4358603,70000
4358604,60000
4358659,30000
4358752,19000
4358753,39000
4358756,65000
4358828,29000
4358829,20500
4358840,29000
4358844,20500
4359136,92500
4359148,37500
4359153,45000
4359154,42500
4359831,85000
4359843,85000
4359854,70000
4359856,47000
4359865,53000
4359868,13000
4359869,39000
4359881,20000
4359882,45000
4359895,15500
4359896,27500
4359897,24000
4359922,47500
4359942,13000
4359998,67500
4360058,19000
4360065,21000
4360066,20000
4360067,22000
4360068,19000
4360175,50000
4360193,47500
4360382,8000
4360383,8000
4360494,13500
4360542,18000
4360544,18000
4360640,25000
4360656,19000
4361011,85000
4361013,26000
4361114,64000
4361123,19000
4361135,107500
4361147,30000
4361178,29000
4361353,57500
4361354,57500
4361484,62500
4361485,62500
4361510,100000
4361524,92500
4361881,42500
4361883,42500
4361904,55000
4361954,81000
4361958,81000
4361963,82500
4361980,85000
4361986,72500
4361987,72500
4362083,87500
4362157,66000
4362197,61000
4362248,77500
4362318,90000
4362353,70000
4362374,65000
4362375,65000
4362405,67500
4362406,67500
4362481,72500
4362519,17000
4362520,35000
4362599,18000
4362618,14000
4362642,18000
4362718,11500
4362735,17000
4362839,75000
4363034,97500
4363246,110000
4363311,100000
4363312,100000
4363350,70000
4363351,70000
4363430,12500
4363452,9000
4363453,9000
4363497,47000
4363692,45000
4363803,85000
4363954,25000
4364010,29000
4364021,32000
4364022,32000
4364166,17000
4364295,18000
4364421,37000
4364469,77500
4364521,23500
4364531,23500
4364532,10500
4364549,40000
4364550,14500
4364551,14500
4364879,10500
4366945,10000
4366946,10000
4366951,23000
4366952,23000
4366960,19000
4366961,19000
4367058,19000
4367059,19000
4367078,37500
4367079,37500
4367086,41000
4367087,41000
4367157,92500
4367161,92500
4367167,85000
4367169,85000
4367253,38000
4367256,38000
4367266,37500
4367267,37500
4367312,42500
4367314,42500
4367331,59000
4367332,42500
4367333,59000
